Index,question,PMBOK_Area_1,PMBOK_Area_2,PMBOK_Area_3,ProcessGroup,Technical vs Managerial,Knowledge vs Scenario
1724,"How to deal with the situation that some people's work is not fulfilled during a sprint? We are game developers and just began our Scrum practice. We found something like this: During a sprint, we have several user stories to complete, but some of our members' work is not fulfilled. At the same time, someone may work overtime to complete them. This is basically caused by role differences, like artists vs. programmers, etc. For example, we have enough artists but not enough programmers, so that when programmers are working hard to death, artists may find themselves having nothing to do. So ok, I think saying that ""caused by role differences"" is wrong. More precisely, it is caused by lack of people of certain professions. Of course we're hiring, but how to get this through now? Our solution now is to create small user stories dedicated to the people whose work is not fulfilled, like ""concept art for character X"", but apparently it is not a normal user story for us. Why abnormal? Because usually our user story is kind of ""make character X"", which includes concept art, animations, feature implementations, etc. ""concept art for character X"" is just too small and not on the same level of detail here. So what's the best practice to deal with this kind of situation?",res,sch,int,e,1,1
3344,How to track impact on planning due to scope changes? I face a recurrent issue where actual work done for my projects by team constantly surpasses the planned work for the same. Primary reason being scope changes that leads to inclusion of new requirements. I'm able handle this in terms of execution but of course it eventually leads to delays in subsequent planned projects. My question is how can I keep track of all this to monitor the risks and for presentation/evidence later in case there are questions from higher management. I'm looking for a representation/tool to record this data (planned v/s actual time) for myself and project stakeholders. Or may be if you could just share how do you keep track of this? I'm presently planning to use graphs (in Excel) comparing planned and actual work by manually taking data but it's a bit time consuming. PS: I'm using Microsoft Project for planning but I'm not an expert in it. The solution doesn't needs to be restricted to Microsoft Project.,int,sco,-,m,1,1
5016,"What's the difference between Scope Creep vs Scope Change? Not a beginner question. I've seen too many otherwise competent PM's that don't know the difference, and I'm curious how others define it. Bear in mind, Scope Creep and Gold-plating are not the same either.",sco,-,-,m,1,0
2819,"How can I manage a project timeline when events and milestone dates change very often? Editing my question to be appropriate for this board. What ways of tracking the milestones/events of a project whose dates are changing very often. My initial thought was to have a timeline that allows the user to easily move the event whenever the date changes but maybe there are other ways to do this. I am not even sure how to tackle this better because we don't always have set in stone dates. We get a date today, a week later it changes and so forth. I am interesting in finding a project timeline software that has an interactive >visualization of the actual timeline. This means that if the date of a certain >event has moved, you can just click+hold it and slide it to the new date. I need something that can be easily modified without having to enter/alter any >text. So, instead of going to a certain event and editing the actual date, you >can just move its marker further from the initial position. I need this because the dates on my project change often and there are never >100% certain dates. This would allow us to move the marker to a 'proposed date' >and keep on doing this until we have certainty. An alternative would be a timeline software with which you can easily right >click and ""enter a new event"". This way we could just delete and easily add a >new mark on the 'proposed date'. Do you guys know any (open source preferably, but not necessarily) project >timeline software that has this type of user interaction implemented?",sch,-,-,m,1,1
2347,"what is the reason of calculating duration in Microsoft Project in decimal form? when I enter the start times and end times of tasks, software calculates duration of task in decimal form. I have checked calender setting and I think it is correct but I can't solve this problem. I don't know what should I do?",sch,-,-,p,0,-1
4638,"What is meant by the term, 'Task and Finish'? Is it a new way of saying 'project'? If not, can you provide an example.",sco,-,-,m,1,0
2386,"How do I facilitate an asynchronous remote design sprint? Has anyone figured a good method for facilitating an asynchronous (not the same time/place) remote design sprint? The typical design sprint happens synchronously (same time/place), and is done in-person with different stakeholders. I am trying to figure a good way to make this happen remotely using a tool like Mural. The reason I ask about doing this asynchronously and remotely, is because many of the stakeholders are not at the same location, and our schedules are not flexible enough to block off an entire week for a design sprint. I was thinking of creating a Mural board with an initial set of questions to be answered individually by stakeholders (session time-boxed to 2 days), and let the stakeholders come in at various points in time within those two days to contribute. This will continue for a couple weeks, with each session marking the five stages of the design sprint (Unpack, sketch, decide, prototype, test).",comm,-,-,p,1,1
3225,"In kanban, what did you do when there's a temporary delay on some card? In kanban, you shouldn't move the card reverse to previous state right? If that so, what should I do when there's something like temporary stop this card until the committee board approve the change to this card. Do it need to stay there to waste the WIP? Should I need to remove it from it from kanban board temporary and redo the flow again when the committee board approve?",sch,-,-,p,1,0
4889,"Is there a difference between the PMP and the CAPM in terms of what to study? I have seen that many websites claim that they have brain dumps for CAPM like they said they have for CISCO, Java and Microsoft. I am strictly saying that I am not going to use those dumps and nor I recommend anyone to use that because they do nothing but decrease your knowledge. But I am curious to know this: Will the study material for the CAPM certification be different than the study material for the PMP? What is the difference? Does CAPM have a definite set of questions for the exam like CISCO, Java and Microsoft?",NA,-,-,NA,0,-1
3863,"Student project vs Real project I've been a part of student project teams for years now, both in highschool and at university level. I enjoy project managing but so far it's always been fictional, but as I'm going in to the next phase of my life Ive been thinking of starting up a project with real employees, money and customers. What is there to think about going from these fictional projects to a real one? What are the main differences in requirements management, review process etc Thanks for any help possible.",NA,-,-,NA,1,0
4399,"How to resolve conflicts in team work? Say there are two people working together. Person 1 has more knowledge and skills than person 2. Say person 2 suggests a way to do things. However person 1 sees a better way to do it. Person 1 explains to person 2 why his way is superiour. Person 1 uses his knowledge and skills to demonstrate that. Person 2 doesn’t understand it because he lacks some background knoweldge and skills. Person 1 starts a detailed explanation, but it took person 1 a long time to get this background knowledge, and he cannot explain everything to person 2 in that short time frame. Thus, in the end person 2 still may not understand it and may even perceive person 1 as argumentative. What to do? Option 1: Person 1 disagrees and does it Person 1’s way. Person 2 feels resentment. The quality of the product is better, but their relationship is worse. (aka bad team work) Option 2: Person 1 agrees and does it Person 2’s way. Person 2 feels happy. The quality of the product is worse, but their relationship is better. (aka good team work) Which is the right choice? Option 1 or option 2? Is there a 3rd option?",res,-,-,e,1,1
3340,"Non-viability of a project I'm aware that this question has some similarities to one that has already been asked but my position is slightly different I feel and therefore hopefully justifies asking for some advice. The organisation I've recently started to work for has something of a methodology for projects, PRINCE2 is perhaps the most comparable methodology to liken it to. Despite there being a number of checkpoints throughout their methodology e.g. initial business case for a proof of concept followed by a review of tangible benefits and in theory either shelving it, re-working it or submission of a full business case from then. Set stage checkpoints where the project should be reviewed and approval to proceed or close is sought and tolerances on set metrics to name a few. I manage the development team and a large part of my daily role is to provide a bridge between the development team and non-technical project managers who are in charge of the wider project deliverable's outside of the code we develop or systems we are looking to procure. And so now onto my problem, there have been multiple occasions now where we have communicated quite clearly that the proposal is either not feasible or will not deliver the anticipated benefits at various stages throughout the project such as those I mentioned earlier. Unfortunately these don't seem to be making much of an impact as in all instances they have persisted with the project. Obviously this has a host of implications for the organisation, not least in terms of the money spent to deliver a poor quality solution. From an entirely self-serving perspective I'm concerned about the negative association between my team and the wider organisation, recent releases of procured software that we've been involved in (despite our recommendations that it not be purchased or that the project be reviewed at various stages) have not been well received by the wider organisation. I was initially concerned that perhaps the reporting lines (me communicating with the appointed project manager) was the issue i.e. our reports not being heard by the decision makers. To address this I now attend all the individual project boards in a Supplier capacity and yet again the recommendations and our feasibility studies are swept aside with barely any consideration given. Does anyone have any advice on how to get an organisation to adhere to it's own prescribed methodology?",int,-,-,i,1,1
5057,"How to evaluate task duration? Another question came up about estimation of budget and time plan estimates for a project. In my answer, I stated that the ground knowledge for time estimate was experience. Does anyone knows a more rational mean to get an estimate the duration of a programming task?",sch,-,-,m,1,0
2243,"PWA's Project Center Timeline Not Adding Tasks or Projects After Editing Webpart My organization uses Project Web App integrated with Sharepoint task lists to share project plans and delivery schedules. Project Web App's Project Center has an aggregate timeline feature, which allows you to add tasks from individual PWA sites to a portfolio-wide timeline. This timeline is a fairly standard Sharepoint web part. After editing the height of the timeline web part on the Project Center page (I wanted this to have a fixed px value...), I realized all of my previously added tasks and projects had disappeared from the timeline. Now, after I attempt to re-add a task or project, nothing actually appears on the timeline. I've since reverted my changes to the height and rechecked all of the web app properties, but to no avail. I even tried creating a new Timeline web app-- no dice. Microsoft Support has been of no help--- even escalating to a PWA/Project Online/Project Pro specialist has warranted no fixes. What can I do to bring back my timeline's Add Task functionality?",sch,-,-,p,0,-1
4242,"Can bug trackers be used for tracking tasks other than programming? I work as an electrical engineer, and sometimes when work gets busy (read: most of the time) there are so many various tasks and things to remember to take care of later that it can get difficult to track. In the past I've tried using a notebook, email, or outlook to keep track of tasks, but eventually it gets too unweildly and difficult to manage. Lately I've been thinking about trying to use a bug tracker such as Mantis or Bugzilla to keep track of my tasks and work (instead of programming bugs). The reason I feel hesitant to do this is that all of these bug trackers are, well, designed with programming in mind. Some examples I would track: Oscillator takes too long to stabilize after power-up Write documentation for user updates to software Measure the impedance on the input lines Simulate the power circuit etc. Can a bug tracker be used as a task manager for things other than programming? Can a ""remember to check this later"" notepad be used for things other than programming? Would this be a viable long term strategy?",int,qua,-,m,1,1
2057,Jira query to find issues without links I'd like a JQL query to find all issues in a project which are not linked to anything else (links = empty). Using Jira 6.4.12. As far as I can see this isn't possible. Tell me I'm missing something and it's do'able? Googling says it's possible with plug-ins - but that's probably a non-starter this end. Anyone? Thanks :),qua,-,-,e,0,-1
1462,"What level of detail for BDD scenarios? Is it appropriate for BDD scenarios to have ""click here"" style specificity? I have read a lot of examples where scenarios are stated to avoid any particular user interface interaction, yet tools like SpecFlow would seemingly require this level of detail. Is it appropriate to require the BA to write a story which contains scenarios at a high level and then work them down to a more technical (and element-specific) level during the 3 amigos phase? For example, is this appropriate: Given the user is on /search And the ""Jeff"" is entered into the field ""searchinput"" When the ""Search"" button is clicked Then the page displayed is /results/Jeff And the fields displayed include ""Name"" And the second field displayed is ""Post Code"" The story example and tooling example on this page appear to be incompatible if we are trying to get from one to the other (ignoring the fact that they are in very different business processes): https://en.wikipedia.org/wiki/Behavior-driven_development",NA,-,-,NA,1,0
2841,"( PMBOK 5th Edition ) What is difference between Quality Audit and Process Analysis? For the PMBOK 5th Edition. 2 of the Perform Quality Assurance Tools & Techniques are -Quality Audit -Process Analysis ( Pgs 438-439, Head First PMP 3rd Edition, Jennifer Greene, PMP & Andrew Stellman, PMP ) ""Quality Audits are reviews of your project by your company. They figure out whether or not you are following the company's process."" ""Process Analysis is when you look at your process to find out how to make it better. You use your Process Improvement plan to do this one."" ( Pgs 438-439, Head First PMP 3rd Edition, Jennifer Greene, PMP & Andrew Stellman, PMP ) ( Pgs 408-409 , PMP Project Management Professional Exam Study Guide, Kim Heldman, PMP ) ""The purpose of a quality audit.....to identify ineffective and inefficient activities or processes used on the project."" ""Process Analysis looks at process improvement from an organizational and technical perspective...... .....process analysis follows the steps in the process improvement plan and examines the following: -Problems experienced while conducting the project -Constraints experienced while conducting the work of the project -Inefficient and Ineffective activities identified during process operation"" ( Pgs 408-409 , PMP Project Management Professional Exam Study Guide, Kim Heldman, PMP ) It seems to me that both PMP study guides don't say the same thing. Could someone please provide definitions for Quality Audit and Process Analysis, and explain the difference between the said two terms?",qua,-,-,NA,1,0
3115,"Duration and work of additional resources in MS Project I have a trouble. Consider a task 'developing software'. This task has 1000hrs of work. A single developer might work for 1000hrs, or two for 500hrs. Duration, in a standard 5d with 8hr/day, is 125 day with one developer, or 62.5 with 2 developer. However, there's a third resource, the team leader, that need to spend 5% of total work on the task, but should not affect the duration. In MS Project, when I insert this third resource, the task duration is recalculated and work is spread on this resoure, like 475hr for each of two developers and 50 for the team leader. Is there a way to prevent this?",res,sch,-,p,1,1
1312,What can be the effective use of “story cycle time” in PivotalTracker We are using PivotalTracker as agile project management tool. There are some reports build around Story Cycle Time. What can be the effective use of it?,sch,-,-,m,1,0
1388,"How to be a Scrum Master in old school corporations? The Scrum Master was created to confront traditional management processes which lead to waste; of time, of effort, of people’s lives. Designed originally as a servant leader, the Scrum Master was supposed to protect and support the framework of Scrum and inspire collaboration, creativity and engagement, and given the wondrous task of and infusing the organisation with values like courage, focus, commitment, respect and openness. A role truly different to any traditional management role, aimed to challenge the individual and the organisation itself. Over time, traditional corporate culture has undermined, crippled and even enslaved the Scrum Master role, force fitting it into the old management paradigm. Scrum Masters are now thought of as junior project managers or delivery managers responsible for little more than setting up meetings, collecting meaningless metrics and filing status reports. So the question is ... How do you stand up to the pressures of old school hierarchical management organisations? Or should we just work for startups and small companies?",NA,-,-,NA,1,0
1459,"How to convince others to change project management process I'm a statistical modeler at a large bank in a highly regulated area. I work in a team of about twelve people divvied up between three managers. Right all of our statistical models are developed using a simple waterfall style methodology which where the models go from ""Data Collection"" to ""Methodology"" and then to ""Specification and Testing"" among other milestones. The current management keeps setting target dates that are far too aggressive for model development in this framework, as a result most of the modelers are working long hours, weekends, etc... I'm taking a break from writing up documentation on a Sunday morning to type this. The current set up for development came into being seven months ago and since then our turnover rate has skyrocketed. In a 12ish person team we've had five people quit or transfer out of the department in seven months. As a result I'm the only non-manager in the group who was with the bank prior to the re-organization. I'm also contemplating leaving the department. I strongly suspect that the issue is that the current head of the team and his managers have no idea how to set deliverable dates for this kind of work. All of managers come from an analytics background and seem to have no experience with model development. I wrote a memo several months ago encouraging the team to explore an agile development style but this was largely ignored, we are not co-located which makes adoption of pure agile methods difficult in any case. How do I tell the managers to get it together on the project management front and either set sensible milestones for our waterfall tracking (using something like critical chain?) or move to Agile? P.S. for this kind of development work it's extremely difficult to forecast how long development will take until you've done at least a couple weeks of preliminary work (getting data/cleaning data/etc...) .",int,res,sta,i,1,1
4521,"What are the best practices/methods/tools/techniques for conflict identification in requirements? For the sake of this discussion requirements = user-stories (since I'm not differentiating any process per se and would like to get rid of any ambiguities). It's quite common to have a set of about 100-500 requirements for small-medium systems. It's but natural that it takes a while for one to figure out which requirements are conflicting (more so when >1 stakeholder is involved). Either they are capture using Excel or index cards/post-its or maybe in some project management tool. So just how does one go about conflict identification within requirements? What are the practices that you have employed and found useful (w.r.t. time/effort expended and conflicts identified). Is conflict identification even worth it or is it preferable to resolve it 'when you get there' since it could lead to an expectation mismanagement if resolved later? I'm NOT talking about -ility conflicts. Those are but obvious and should be clarified earlier IMO. I'm talking about conflicts between various functional requirements along with functional vs. non-functional clashes. Some examples are: Terminology conflicts - i.e. different terms used to refer to the same concept Structure conflicts - classic one being 'Date' - referred to as MM/DD/YY and as DD/MM/YYYY somewhere else Direct conflicts - giving one requirement will be known to not satisfy another e.g. for a calendar app participants time slots will be private vs the meeting organizer should be able to see the meeting time of all participants before deciding on a meeting slot The latter (direct one) may or may not be negotiable, but identifying it early on will be quite worthwhile IMO. It's quite cumbersome to go through each requirement at a time to identify conflicts. The best is to divide the effort and speed it up. Another strategy is to analyze the requirements hierarchically, but that may hide certain conflicts which would occur in the lower 'nodes' (and those are the ones that come to bite you later IMHO :) I'm not aware of any tools/techniques/best practices that would help one identify conflicts with minimal time/effort overhead and hence the question. The above manual step is the best I know of. Yes, in an ideal world it'd be great to have the tool spew out potential conflicts but I don't know if any tool does it (or even a reasonably good job. Help?) So in an ideal world (without natural language capable machines :) what's the best technique to apply for conflict identification (assuming it's human intensive) and what's been your experience in doing so? If it's not worth it, please elaborate on that too.",sco,sta,-,e,1,1
2326,"Retrospectives with fewer “games” After the first few retrospectives with a five-step structure and activities found at Retromat, I got the feedback that there's too much ""playing"", writing notes and post-its, rather than simply discussion. I personally find these to be a welcome change from the day-to-day of development during the sprint, and potentially useful in identifying stuff you might not think of straight away, but shouldn't force the team of course. So are there some recommendations on how to organise effective and useful retrospectives, but with less impact of ""card writing"" and such?",int,-,-,c,1,1
448,"Agile Estimation - How to estimate for bugs?   The story points can be used for estimate user stories and tasks will be marked in hours in Visual Studios. When there is a critical bug (which is not in the backlog, reported by users) we incorporate to the current sprint and try to resolve it within the current sprint. In doing so, we have to make adjustments to tasks or other issues, which,in turn will probably end up in a future sprint. Now when we want to estimate for the critical issues reported (on TFS), we can enter the effort in hours. But, this does not display in the charts and nor it is counted. I figured that, if I was to monitor the effort for bugs, I have to create them as tasks and then only I can monitor on the charts. My question, is do you recommend this approach or is it there something that I am doing wrong?",qua,sch,-,p,1,0
219,"What is “SPOCK” exactly? I cannot see the exact definition of the ""SPOCK"". Is it something like a ""Subject-Matter-Expert""? So a person, who is the max/top consultant from the given technical subject?",NA,-,-,NA,1,0
2630,"Setting a sprint goal when the sprint contains multiple products' stories How do you best define a sprint goal, when the sprint's stories range across a wide number of different products? Background: our scrum team's sprint contains stories that belong to a number of our company products and or clients. We build online stores for clients and build reusable internal products for implementation over multiple clients. We also maintain internal development tools. In a sprint we could have: Story: Extend the company's reusable shipping module to handle carrier tracking codes. Story: Build a widget for client x that shows the newest products. Story: Write a functional design for client y's new ERP product importer. Story: Add code format checking to our internal continuous integration server. On average we have around 10 stories per sprint. Sprint goals currently are either: Very broad and non-specific to encompass all stories, which makes it useless as a guideline during the sprint. Very long, pretty much having each story included, which doesn't make it a concise goal to work towards. At first this wasn't really a problem for our team. We'd just pick a general goal and judge progress / decisions during the sprint based on a stories acceptance criteria and definition of done. The scrum guide describes several situations in which it advises to use the sprint goal to judge whether the team is moving in the right direction. As the team's getting better at scrum the need for a valuable sprint goal is becoming more apparent to us. We're getting more in the habit of checking 'what's our overall goal', and a good sprint goal would definitely help.",sch,sco,-,p,1,1
2596,"Are Project Managers redundant in a digital agency? I have worked as a freelancer and have experienced this problem several times in various places. Scenario: In a digital agency, there is a coding development team with a coding development lead. The agency creates code based projects for external clients. There is a project/accounts manager who acts as an intermediary between the coders and the external client. The following problem scenario occurs (chronological order): The project/accounts manager isn't a developer. Chinese whispers effect happens and requirements get lost/confused. The client wants to speak directly with the developers. The developers end up becoming project managers. Question What would be a good solution for preventing this and for projects to be managed efficiently? It seems difficult to find good technical project managers with development experience and who understand development flow.",NA,-,-,NA,1,1
2614,"Handle the same project over multiple platforms in Agile I'm working in a company that mainly perform mobile apps with their backend systems. My question is, what's the best practice to handle the same projects over multiple platforms (iOS and Android) and keep them synced together using Agile approach? Should I use a separate project to each one, or handle them in the same project with having duplicate User Stories for each platform? Or do we have another solution for that approach?",sco,int,-,e,1,1
2661,Is an operational risk considered a project risk? Assuming there is an IT operational risk such as the lack of backups during a delivery of a solution would it be considered a project risk and if so how would you classify the risks?,risk,-,-,m,1,0
3503,"Is scrumban approach suitable to a small organization management?   The case is: There are 9 people involved - 3 engineers 2 sales 2 marketing 1 client/project manager 1 general manager Engineers are related to marketing, sales and project managers. Sales and marketing also has relations. Each engineer covers its own specific area of expertise and they can replace each other on rare occasions. There are no projects involved just a stream of daily tasks. And each engineer performs support on sales request for new or existing clients. My questions is - which agile techniques should be applied to hold the organization as one unit and control it as it was doing projects. In other words keep everybody involved in planning and execution? Currently we use: Work on iterations of (1-2 week). Kanban board with estimations. Time tracking. Daily stand up meetings. Reporting of total tracked time compared to actual estimates in hours for improvement over estimations. Sort of closed iteration with reserved priorities for support.",int,-,-,i,1,1
3376,"Creating a user story for a back-end process I'm having trouble writing a user story for a back-end process. Let say you are building a website that sells widgets. You have a page on the site where your site visitors can see all the details of the widget - pictures, videos, and detailed specifications. All widget details are sourced from a third party provider. There is a scheduled task that picks up an XML file with the widget specifications, and related images/video and imports these into your database. I have to write some user stories that capture all of this. I can think of a story such as ""As a widget researcher I can view the pictures, videos, and specifications for a widget"". This would cover the building of the actual web page to view the details of a particular widget. We also need a story for the back-end process that populates the database with all the widget data. It could be a task of the story above, but then it would be too big - it's probably a sprint or two of work in it's own right. When trying to frame this import from a user perspective, I just end up with the same user story, i.e. ""As a widget researcher I can view the pictures, videos, and specifications of a widget"". Is there an alternative wording I could use for the import, frame it from a user perspective, and prevent confusion between the story for the import and the story for building the page to view the data itself.",sco,-,-,p,1,1
557,"If we can’t finish all tasks, does this mean we are doing Scrum wrong? I'm working in an online mobile game development team, and we've been doing Scrum for several sprints. There are various reasons, but we seem never able to finish all items selected for an sprint. Does this mean we are doing something wrong in Scrum, or this can happen for anyone and be just normal?",sch,sco,-,p,1,1
5243,"What objective criteria can be used in staffing a project with engineers? Being a project manager what objective criteria do you use when recruiting new technical engineers to your project? Typically their resumes are full of magic buzz words. How to select the right person, objectively?",res,-,-,e,1,0
1428,"Definitive Kanban reference? The Scrum Guide provides a concise, definitive guide to scrum. Is there such a guide available for Kanban?",NA,-,-,NA,1,0
2697,"In Scrum, is a Scrum Master position higher than a Product Owner? In Scrum, is a Scrum Master position higher than a Product Owner, in terms of organizational hierarchy? At work, traditional organizational charts are a must; how are Scrum Masters and Product Owners placed? Do they assume an equal level? Or should one be reporting to another?",sta,int,-,i,1,0
2459,"Proposal Evaluation Criteria in RFPs I noticed that many Request for Proposals (RFP) include a section called ""Proposal Evaluation Criteria"". Why is that? Because it will show the proposers how your evaluate him/her which make him focus of the hight points and get the project.",NA,-,-,NA,1,0
3747,"What role does a PM play in off-hours engineering work? My thought had always been that the person who is responsible for a team having to work late should be there with them. In most of my experience as a developer, that person has been a project or product manager and some would stay while others wouldn't. Now I'm a project manager and we often have code deployments that have to be done during off hours. Most of the other PMs here do stay for these and I usually do, but only if it's a major deployment. The team is distributed so there is always a phone conference set up and I just call in for minor deployments. However there's still this culture that looks down on you if you don't physically attend every one with your team. My role during these times is to sit in a chair and just be seen so people think I care about the team. Even if things go wrong, the team just jumps on it and gets it fixed. I have no responsibilities during this time and have never had to actually do anything. My managers say I should be there in case I need to coordinate something at the last minute, but all the people necessary, even for failure, are coordinated by me ahead of time and are all there or on the phone. Is there something I can do as a PM that would be a real, needed role during these times instead of just sitting there bored to show my support?",int,-,-,e,1,1
2565,"In kanban, what should we do about routine work in each day? For example, task like filter the bug's report from customer to create a new backlog to be discuss later on Kanban board which should be done everyday. Should I create the new card everyday like ""customer support & information xx/xx/xx"" or it shouldn't on the board at all since it's like a task not user story. But if I do that, I will not be able to know if someone is currently working on that task and done it yet for today or not. Or maybe it's one card that created only once and can move backward when it's a new day.",sch,-,-,p,1,1
20,Any research of the accuracy of Story Points? One of the main questions about Story Points is what is their accuracy. Has any research or survey been performed to analyse their precision? For example what is the accuracy of the completion date estimation based on Story Points.,sch,-,-,p,1,0
4328,"How can a manager dispel speculation of favoritism among employees? The obvious action would be to not play favorites from the get-go. However, if members of a team voluntarily communicate with their manager at different frequencies/levels, soon enough there will be a self-selected discrepancy in employee engagement. This might not be an issue, but it could sow the seeds of contempt in a workplace under pressure. How to mitigate this?",res,,-,e,1,1
2626,"How to prevent well intended project managers from getting too involved in the details? When working on projects, there are often Project Managers who have transitioned from technical roles. For better or worse, these project managers often take the lead in defining the technical deliverables often at the risk of alienating the technical teams, missing dependencies, constraints, etc that define technical achievements, etc. Sometimes a project manager comes along who has had basic exposure to technical solutions and attempts to define technical milestones. Rather than then tell them that it isn't their place to define these (since it can result is unintended results e.g. conflicts, challenging egos, etc), what would be an appropriate approach or sets of approaches?",sta,int,-,e,1,1
2569,"Concepts of PM tools   I am currently looking for a not-so-complicated PM tool. I haven't done PM very deep so far, and my overall idea about PM and the representation in PM tools is about this: There are some employees who have time to work. There are projects which have to be realized. Projects consist of tasks, which are handled by employees, by spending their work on the tasks. Tasks can be split into sub tasks, can be prioritized and dependencies can be set between tasks. Nothing uncommon. What i expect from a PM tool is that i enter all these information into the tool, and the tool organizes the tasks in a way that the employees are assigned to tasks, and that the tasks are ordered according to their priorities, dependencies and availability of employees. (Ok, assigning employees to tasks is of course done by me.) So that a task starts no earlier than when employees for this task are available and dependencies are met. And when the last task is finished, the project is finished, so the tool tells me how long the project takes. I have been looking around for those tools for quite a while now (several hours searching on the web), but either no tool offers this functionality or it is not visible from the tool description. I wonder, do i maybe have the wrong picture of a PM tool, and i should get a different view on PM in common, or do the tools exist and i have simply missed these features? For example, GanttProject is basically what i'm thinking of, but the tasks still have to be moved by hand, if an employee is working on two overlapping tasks. And it has a bug (since 2008) that when an employee is on vacation, he is still working on the tasks. This simply makes the tool unusable. So the basic question is: Does automatic task organization not work well in practice and does not exist therefore, or do i have missed it? The background: We are a small software development team with just a few people, so a complex PM suite for large companies (i'm thinking of Jira) would be somehow too much..",NA,-,-,NA,1,1
4061,"How Microsoft Project Server can support Online Project Management and Planning with different user credentials I am representing a construction developer firm and I am looking for a tool to easily manage my contractors' progress and their payment. Currently I am using Microsoft Project and Microsoft Excel to keep track of all the work progress, claims and whatnot. It is a very tedious progress for me. Note that I am not talking about software project management tools.",sch,-,-,p,0,-1
4323,"Creating synopses of existing movies - hire a team, or crowdsource? To create a movie database website for a regional language industry, I would like to know whats the best way to acquire/build a large collection of movie synopses for my site. Currently I have thought of 2 ways: Hire a small team of writers who have extensive knowledge on our regional movies and also hopefully contacts with production houses. The drawback would be it will take quite some time to build a considerable list of movies and the data might not be accurate always. Create a community edition wiki portal that would allow masses to contribute, just as Wikipedia. But the drawback is I am not sure how much I can trust the community on the data submitted. In order to manage this project successfully, I need to know the pros and cons of each approach to document on my Risk register. Which method is likely to be the most cost effective? Which one would be more accurate? How could I mitigate the risks and lower costs of each approach?",NA,-,-,NA,1,1
2056,"MS Project - Span a task over many days AND allow successor to start right after I am planning my Master thesis through Microsoft Project. Since some tasks can be exhausting (e.g. writing), I would like to distribute some selected tasks over many days. For example, I am estimating that working on a section of the thesis would take 9 hours, but I would like to distribute the 9 hours over 3 days (3 hours/day). One example of my setup for a given task is the following: Unit type: Fixed Duration Duration: 3 days Hours: 9 hours. However, my issue is with the following task. Here is a screen capture: As you may see, the task number 6, which has a work duration of 1h, is automatically setup the next working day. However, it is weird since I obviously have the time to do this task right after its predecessors, the same day its finish (my working hours is 9 to 1h30PM, then having 4.5 hours per day available). All allocation is done automatically using leveling. I tried to reset the start and finish date (since Project consider task 5 to finish at the ""end"" of the day), but I still have the issue. Both working time and Option-->Schedule-->Hours per day are set up at 4.5 hours per day. Any idea why Project refuse to behave nicely!? Is there another way to better set up my task for a better hours distribution over days? Thank you for your help! Maxime",sch,-,-,p,0,-1
1018,"In Microsoft Project how to get change in resource max units to cascade to tasks automatically I had already defined a bunch of tasks, and assigned resources 1 and 2. The durations of the tasks were calculated on the resources Max Units availability at the time of assignment. Later I went back and changed the resource Max Units based on a recalculation of the resources availability. I expected project to automatically change the duration of the tasks accordingly, but it didn't. I had to go and manually change the Units field for the assigned resource on the task to get it to change the duration. Is there any way that MS Project will automatically recalculate the durations of tasks when I change the max unit % at the resource level?",res,-,-,p,0,-1
4681,"How do I create a MS Project task with less actual work than its duration? In Jira projects we have a project task called ""Project Admin Tasks"". It has a start date from the date of the project inception right through to the end of the project i.e. when the project completes and is signed off. The purpose of this task is so that the team can log ad hoc time for non-development tasks, e.g. meetings, telephone calls, project admin tasks. So for a week long project we would allow 6 hours time for these types of tasks but the start and end dates would be say 17-Oct-2011 to 21-Oct-2011. I'm trying to create a similar type of task in MS Project 2010, but despite my efforts I am can't seem to work out how best to implement this. Is there a standard way to express this type of task in a project plan where the permitted allocation of time is less than the task duration?",sch,-,-,p,0,-1
2028,"Can I have partial acceptance of Work Breakdown Structure packages? I've got a project based on a WBS with 4 main phases: Project Initiation Planning Implementation Acceptance I would like to do some kind of partial acceptance during implementation for a few already-implemented requirements. Do the necessary work items have to be part of the implementation phase or the acceptance phase? Basically, in a timeline the implementation phase would look like: Implement requirement 1 Implement requirement 2 Acceptance of requirement 1 & 2 Implement requirement 3 Implement requirement 4 Acceptance of requirement 3 & 4 Afterwards there would be the acceptance phase with the big acceptance of the whole project. Should I put work item 3 into phase ""implementation"" or into phase ""acceptance""?",sco,-,-,m,1,1
5290,"What are typical career paths for PMs as they gain in experience and become more senior? As Project Managers become more senior, what are the typical career paths (beyond just taking on larger and more complex projects)?",NA,-,-,NA,0,-1
2707,"How to create custom fields at project level in MS Project Currently, I'm trying to create some custom fields, but I don't want to repeat them in all the tasks, I want to use the option of custom fields by project but the option is disabled. I want to know how to enable it and use it inside my project. The highlighted option is disabled.",NA,-,-,NA,0,-1
1413,"Who developed Stepwise project planning? In book ""Software Project Management"" by Bob Huges on Chapter 3: Project Planning, it describes an approach called ""Stepwise Project Planning"" in contrast to PRINCE2 approach which was developed in UK as a government standard for information system projects. There is a good history about PRINCE2 which can be read on Wikipedia or prince2.com. What I am curious about is: Where did Stepwise approach come from. who developed it and how it is different? I read some articles on web but there is no clear answer to that.",NA,-,-,NA,1,0
7,What experts suggest to embrace change in an organization?   What are the best lines quoted by project management experts for adopting change in a company.,NA,-,-,NA,1,0
